baristas,price,profit
2.0,10.0,1611.7
2.0,10.0,1687.5
2.0,10.0,1643.1
2.0,10.0,1852.3
2.0,10.0,1723.4
2.0,10.0,1424.9
2.0,10.0,1532.0
2.0,10.0,1630.0
2.0,10.0,1491.6
2.0,10.0,1821.5
2.0,10.0,1313.5
2.0,10.0,1589.6
2.0,10.0,1540.7
2.0,10.0,1492.1
2.0,10.0,1415.7
2.0,10.0,1625.5
2.0,10.0,1585.5
2.0,10.0,1621.8
2.0,10.0,1616.1
2.0,10.0,1692.4
2.0,10.0,1584.8
2.0,10.0,1545.1
2.0,10.0,1572.0
2.0,10.0,1554.4
2.0,10.0,1264.4
2.0,10.0,1269.2
2.0,10.0,1545.3
2.0,10.0,1817.2
2.0,10.0,1723.5
2.0,10.0,1731.6
2.0,10.0,1715.1
2.0,10.0,1660.9
2.0,10.0,1478.7
2.0,10.0,1416.2
2.0,10.0,1567.5
2.0,10.0,1621.1
2.0,10.0,1402.7
2.0,10.0,1625.6
2.0,10.0,1629.9
2.0,10.0,1629.9
2.0,10.0,1594.7
2.0,10.0,1585.3
2.0,10.0,1620.7
2.0,10.0,1572.1
2.0,10.0,1357.9
2.0,10.0,1942.0
